hand,age,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,rank,rank_points,won,surface,draw_size,tourney_level,tourney_date,best_of,round,minutes
R,23.3,8.0,0.0,64.0,43.0,33.0,16.0,10.0,5.0,5.0,9.0,2810.0,1,Hard,32,A,2019,3,R32,91.0
R,27.4,0.0,0.0,51.0,25.0,22.0,15.0,8.0,2.0,2.0,274.0,195.0,1,Hard,32,A,2021,3,R32,69.0
R,26.5,5.0,2.0,54.0,29.0,20.0,16.0,11.0,2.0,5.0,10.0,3130.0,0,Hard,64,A,2017,3,QF,85.0
L,32.9,3.0,3.0,72.0,46.0,34.0,16.0,13.0,0.0,2.0,2.0,7945.0,1,Clay,128,G,2019,5,R64,129.0
R,21.8,6.0,4.0,74.0,46.0,27.0,7.0,11.0,10.0,17.0,119.0,472.0,0,Hard,128,G,2019,5,R128,107.0
R,25.7,6.0,2.0,98.0,65.0,39.0,21.0,14.0,6.0,9.0,78.0,685.0,0,Clay,32,A,2019,3,R16,139.0
R,37.2,8.0,2.0,54.0,27.0,22.0,16.0,9.0,4.0,5.0,3.0,6260.0,1,Hard,64,M,2018,3,R16,73.0
R,22.6,1.0,1.0,73.0,45.0,31.0,14.0,13.0,1.0,5.0,32.0,1641.0,0,Hard,32,A,2021,3,R16,102.0
R,24.5,6.0,3.0,85.0,61.0,46.0,8.0,11.0,5.0,7.0,195.0,294.0,1,Hard,4,D,2018,3,RR,90.0
R,25.0,2.0,3.0,73.0,55.0,31.0,8.0,10.0,6.0,10.0,126.0,586.0,0,Hard,32,A,2022,3,R16,89.0
R,25.1,1.0,3.0,64.0,32.0,18.0,16.0,9.0,3.0,7.0,8.0,3895.0,0,Hard,8,F,2018,3,RR,66.0
R,29.9,1.0,2.0,117.0,98.0,56.0,9.0,16.0,7.0,13.0,143.0,402.0,1,Clay,32,A,2018,3,R32,164.0
R,20.8,4.0,2.0,96.0,59.0,42.0,21.0,15.0,6.0,9.0,99.0,611.0,1,Hard,32,A,2017,3,SF,126.0
L,32.7,3.0,4.0,56.0,30.0,20.0,19.0,9.0,1.0,1.0,2.0,8320.0,1,Hard,32,A,2019,3,R32,80.0
R,27.6,12.0,3.0,79.0,47.0,35.0,18.0,10.0,7.0,7.0,47.0,960.0,1,Hard,32,A,2017,3,R16,85.0
R,23.4,1.0,6.0,63.0,39.0,25.0,8.0,10.0,5.0,10.0,116.0,539.0,0,Hard,32,A,2020,3,R32,92.0
R,31.8,9.0,2.0,86.0,51.0,40.0,23.0,12.0,6.0,7.0,56.0,895.0,1,Hard,128,M,2019,3,R128,108.0
R,21.4,8.0,9.0,70.0,43.0,35.0,10.0,11.0,5.0,7.0,11.0,3308.0,1,Hard,16,A,2022,3,RR,119.0
R,32.4,4.0,6.0,75.0,44.0,33.0,12.0,12.0,1.0,5.0,74.0,805.0,1,Clay,32,A,2019,3,R32,106.0
R,34.6,33.0,2.0,123.0,90.0,77.0,13.0,18.0,5.0,6.0,19.0,1770.0,0,Hard,24,A,2020,3,RR,163.0
R,23.9,6.0,3.0,76.0,43.0,33.0,22.0,14.0,1.0,1.0,4.0,5960.0,1,Hard,128,G,2020,5,R32,107.0
R,33.1,8.0,0.0,77.0,45.0,30.0,16.0,12.0,9.0,12.0,66.0,860.0,0,Hard,64,M,2019,3,R16,100.0
R,22.8,6.0,0.0,95.0,63.0,47.0,19.0,15.0,5.0,6.0,5.0,7500.0,1,Clay,128,G,2021,5,R16,127.0
R,26.0,14.0,5.0,113.0,66.0,50.0,24.0,15.0,6.0,7.0,72.0,785.0,1,Hard,128,G,2018,5,R128,137.0
L,31.0,7.0,2.0,77.0,50.0,29.0,10.0,10.0,7.0,12.0,69.0,836.0,0,Hard,64,M,2019,3,R16,106.0
R,22.1,31.0,5.0,77.0,54.0,49.0,5.0,14.0,3.0,5.0,37.0,1203.0,1,Hard,32,A,2019,3,QF,93.0
R,27.7,2.0,1.0,42.0,25.0,14.0,6.0,7.0,2.0,6.0,40.0,1148.0,0,Hard,4,D,2019,3,RR,52.0
R,21.7,6.0,10.0,90.0,56.0,38.0,12.0,13.0,14.0,20.0,4.0,6385.0,0,Hard,128,G,2019,5,R16,119.0
R,28.6,8.0,5.0,94.0,71.0,44.0,9.0,16.0,4.0,9.0,73.0,941.0,0,Grass,128,G,2021,5,R64,108.0
R,29.6,10.0,2.0,66.0,34.0,28.0,15.0,10.0,4.0,6.0,65.0,1004.0,0,Hard,32,A,2021,3,F,95.0
R,31.7,9.0,2.0,168.0,116.0,76.0,27.0,24.0,12.0,19.0,9.0,2630.0,0,Hard,128,G,2020,5,R32,250.0
R,25.7,8.0,1.0,50.0,32.0,31.0,9.0,10.0,0.0,0.0,152.0,360.0,1,Hard,64,M,2022,3,QF,100.0
R,35.0,5.0,1.0,59.0,42.0,33.0,10.0,11.0,2.0,3.0,70.0,927.0,1,Hard,64,A,2021,3,R32,74.0
L,25.0,11.0,8.0,159.0,99.0,77.0,31.0,25.0,5.0,9.0,78.0,746.0,1,Grass,128,G,2022,5,R128,201.0
R,25.0,3.0,5.0,47.0,31.0,19.0,4.0,8.0,4.0,8.0,3.0,7420.0,0,Clay,64,M,2022,3,F,62.0
R,36.1,11.0,3.0,67.0,38.0,30.0,15.0,11.0,1.0,3.0,91.0,583.0,1,Hard,64,A,2022,3,R64,118.0
R,21.7,1.0,1.0,31.0,25.0,23.0,5.0,7.0,0.0,0.0,52.0,1144.0,1,Hard,32,A,2021,3,R32,45.0
R,25.7,2.0,5.0,68.0,43.0,26.0,9.0,10.0,6.0,11.0,169.0,319.0,0,Hard,4,D,2018,3,RR,96.0
R,35.0,9.0,11.0,92.0,53.0,37.0,20.0,10.0,9.0,10.0,18.0,2418.0,1,Hard,128,M,2021,3,R32,99.0
R,23.6,14.0,2.0,74.0,42.0,29.0,21.0,11.0,3.0,4.0,60.0,855.0,0,Grass,32,A,2019,3,QF,104.0
R,25.5,5.0,4.0,159.0,101.0,80.0,26.0,25.0,9.0,13.0,26.0,1450.0,0,Hard,4,D,2017,5,RR,243.0
R,21.8,11.0,3.0,86.0,55.0,43.0,18.0,13.0,5.0,6.0,63.0,855.0,1,Grass,128,G,2019,5,R128,108.0
L,35.7,6.0,3.0,73.0,51.0,43.0,16.0,12.0,3.0,4.0,4.0,6515.0,1,Hard,128,M,2022,3,R16,131.0
R,26.2,3.0,3.0,81.0,49.0,30.0,16.0,12.0,4.0,8.0,270.0,153.0,0,Clay,32,A,2019,3,R16,96.0
R,24.1,9.0,6.0,90.0,64.0,49.0,13.0,15.0,1.0,3.0,132.0,433.0,1,Hard,32,A,2018,3,R32,117.0
R,30.8,2.0,6.0,49.0,21.0,14.0,12.0,9.0,2.0,6.0,40.0,1134.0,0,Hard,32,A,2018,3,R32,74.0
R,21.4,8.0,3.0,65.0,34.0,21.0,13.0,9.0,7.0,11.0,120.0,474.0,0,Hard,64,A,2018,3,R32,74.0
R,33.2,15.0,3.0,47.0,28.0,26.0,11.0,9.0,0.0,0.0,9.0,3490.0,1,Hard,32,A,2018,3,R16,63.0
R,26.4,6.0,4.0,83.0,45.0,38.0,21.0,12.0,4.0,6.0,144.0,380.0,1,Hard,32,A,2022,3,R32,114.0
R,29.7,10.0,4.0,113.0,76.0,59.0,16.0,16.0,11.0,13.0,19.0,2260.0,1,Hard,64,A,2021,3,R16,142.0
R,17.9,9.0,4.0,105.0,72.0,52.0,13.0,15.0,6.0,9.0,133.0,441.0,0,Hard,64,M,2018,3,R32,156.0
R,20.5,10.0,4.0,160.0,90.0,62.0,41.0,20.0,12.0,15.0,40.0,1011.0,0,Clay,128,G,2017,5,R64,233.0
R,25.7,9.0,2.0,54.0,35.0,26.0,7.0,9.0,1.0,3.0,47.0,1170.0,0,Hard,64,A,2021,3,R16,65.0
R,29.8,18.0,3.0,62.0,38.0,35.0,13.0,12.0,0.0,0.0,21.0,2095.0,1,Hard,128,G,2017,5,R16,76.0
R,24.5,12.0,2.0,113.0,71.0,58.0,23.0,17.0,1.0,2.0,163.0,392.0,1,Hard,32,A,2022,3,R16,162.0
R,33.2,0.0,8.0,110.0,51.0,34.0,26.0,16.0,9.0,15.0,231.0,201.0,0,Hard,128,G,2019,5,R128,142.0
R,31.6,2.0,10.0,109.0,62.0,37.0,27.0,16.0,7.0,12.0,119.0,673.0,1,Clay,32,A,2021,3,R32,162.0
R,35.6,2.0,0.0,50.0,31.0,23.0,8.0,9.0,1.0,3.0,72.0,795.0,0,Hard,32,A,2019,3,SF,75.0
R,26.2,6.0,4.0,61.0,35.0,26.0,10.0,10.0,3.0,6.0,52.0,1307.0,0,Hard,64,M,2021,3,R64,81.0
R,33.1,2.0,0.0,110.0,71.0,54.0,20.0,17.0,6.0,8.0,79.0,768.0,0,Clay,32,A,2022,3,F,181.0
R,33.7,9.0,3.0,64.0,40.0,35.0,14.0,12.0,0.0,1.0,17.0,2130.0,1,Grass,32,A,2022,3,R16,94.0
R,31.9,2.0,1.0,50.0,35.0,27.0,6.0,8.0,4.0,5.0,253.0,193.0,1,Hard,32,A,2022,3,R32,79.0
R,31.9,7.0,4.0,72.0,38.0,30.0,15.0,10.0,5.0,7.0,65.0,805.0,0,Hard,128,M,2019,3,R32,93.0
R,32.0,17.0,2.0,78.0,44.0,43.0,16.0,15.0,0.0,0.0,65.0,745.0,1,Grass,128,G,2017,5,R128,100.0
L,28.1,3.0,4.0,69.0,44.0,27.0,9.0,10.0,10.0,14.0,59.0,865.0,0,Hard,32,A,2017,3,R32,77.0
R,22.6,10.0,4.0,197.0,111.0,75.0,43.0,25.0,9.0,15.0,67.0,845.0,0,Clay,128,G,2020,5,R128,240.0
R,23.4,18.0,2.0,84.0,53.0,45.0,21.0,15.0,1.0,2.0,38.0,1422.0,1,Hard,128,G,2021,5,R128,115.0
R,29.8,2.0,2.0,46.0,23.0,19.0,12.0,6.0,3.0,3.0,16.0,2620.0,1,Hard,32,A,2021,3,R32,67.0
R,35.2,7.0,3.0,67.0,42.0,32.0,10.0,9.0,7.0,8.0,61.0,756.0,1,Hard,64,M,2022,3,R64,83.0
L,33.1,4.0,0.0,76.0,51.0,36.0,10.0,14.0,2.0,7.0,46.0,1315.0,1,Clay,32,A,2021,3,R32,116.0
R,25.3,16.0,2.0,116.0,63.0,52.0,32.0,19.0,4.0,5.0,2.0,10280.0,1,Grass,128,G,2021,5,R128,151.0
L,37.1,19.0,3.0,111.0,55.0,44.0,25.0,16.0,12.0,15.0,71.0,770.0,0,Hard,64,M,2018,3,R32,140.0
R,35.2,10.0,1.0,90.0,45.0,36.0,28.0,13.0,10.0,10.0,32.0,1215.0,1,Hard,128,G,2019,5,R128,120.0
R,21.7,2.0,0.0,51.0,33.0,25.0,10.0,9.0,2.0,3.0,257.0,198.0,1,Hard,4,D,2018,3,RR,85.0
R,24.1,12.0,4.0,67.0,42.0,35.0,12.0,11.0,3.0,4.0,37.0,1645.0,1,Hard,128,M,2021,3,R64,94.0
L,30.7,6.0,4.0,59.0,36.0,25.0,8.0,9.0,2.0,5.0,50.0,975.0,0,Hard,64,M,2018,3,R64,82.0
R,28.7,6.0,3.0,82.0,50.0,34.0,18.0,12.0,7.0,9.0,84.0,719.0,0,Clay,64,M,2020,3,R16,119.0
R,19.9,0.0,4.0,70.0,42.0,22.0,10.0,8.0,11.0,16.0,49.0,1022.0,0,Hard,64,A,2019,3,R16,76.0
R,36.0,3.0,3.0,78.0,50.0,35.0,12.0,14.0,3.0,7.0,43.0,1095.0,0,Hard,32,A,2018,3,R32,110.0
R,18.9,3.0,1.0,44.0,27.0,21.0,15.0,9.0,0.0,0.0,11.0,3330.0,1,Clay,64,A,2022,3,R16,70.0
R,27.5,9.0,6.0,77.0,43.0,35.0,15.0,12.0,3.0,4.0,99.0,604.0,1,Hard,32,A,2020,3,R32,110.0
R,35.2,7.0,7.0,83.0,54.0,40.0,13.0,15.0,0.0,4.0,117.0,502.0,0,Hard,128,M,2017,3,R128,121.0
R,24.2,24.0,7.0,77.0,47.0,42.0,11.0,11.0,6.0,7.0,52.0,975.0,1,Hard,64,A,2019,3,R32,89.0
R,30.9,4.0,5.0,95.0,59.0,44.0,19.0,16.0,4.0,6.0,20.0,1830.0,0,Clay,64,M,2022,3,R32,157.0
R,28.1,0.0,0.0,48.0,35.0,18.0,8.0,8.0,2.0,5.0,83.0,706.0,0,Clay,32,A,2018,3,QF,72.0
R,27.6,15.0,2.0,70.0,45.0,37.0,14.0,11.0,2.0,2.0,46.0,1253.0,1,Hard,64,M,2021,3,R64,94.0
R,32.4,5.0,5.0,73.0,40.0,30.0,15.0,11.0,2.0,5.0,243.0,192.0,1,Hard,32,A,2019,3,R32,104.0
R,31.8,2.0,3.0,42.0,29.0,23.0,8.0,9.0,1.0,3.0,38.0,1295.0,1,Clay,32,A,2018,3,R16,83.0
R,25.5,5.0,4.0,45.0,22.0,12.0,8.0,7.0,3.0,8.0,306.0,176.0,0,Hard,64,A,2021,3,R64,58.0
R,23.8,9.0,4.0,95.0,49.0,40.0,27.0,15.0,2.0,3.0,84.0,673.0,1,Hard,32,A,2019,3,QF,138.0
R,25.1,14.0,13.0,94.0,49.0,37.0,23.0,14.0,1.0,4.0,41.0,1047.0,1,Grass,32,A,2022,3,F,143.0
R,20.7,11.0,1.0,78.0,53.0,39.0,17.0,12.0,6.0,7.0,40.0,1080.0,1,Hard,8,F,2018,3,RR,82.0
R,20.9,0.0,2.0,61.0,27.0,14.0,16.0,8.0,5.0,9.0,205.0,257.0,0,Clay,32,A,2022,3,F,92.0
R,25.7,7.0,9.0,51.0,30.0,22.0,10.0,10.0,2.0,5.0,2.0,8640.0,1,Hard,2,D,2021,3,RR,72.0
R,22.3,5.0,1.0,61.0,47.0,34.0,8.0,10.0,1.0,2.0,186.0,378.0,0,Hard,32,A,2021,3,R32,86.0
R,33.5,1.0,3.0,69.0,41.0,31.0,22.0,13.0,1.0,1.0,70.0,850.0,1,Hard,128,G,2019,5,R64,115.0
L,29.2,0.0,3.0,99.0,68.0,38.0,14.0,14.0,6.0,12.0,24.0,1625.0,1,Clay,64,M,2017,3,R16,152.0
R,28.7,0.0,1.0,66.0,44.0,33.0,13.0,10.0,1.0,1.0,77.0,688.0,1,Hard,128,M,2018,3,R128,83.0
R,30.7,0.0,3.0,68.0,45.0,31.0,10.0,10.0,5.0,8.0,123.0,477.0,0,Hard,32,A,2017,3,R32,77.0
R,25.8,5.0,0.0,68.0,38.0,30.0,21.0,11.0,0.0,0.0,58.0,921.0,1,Clay,32,A,2022,3,R32,106.0
L,21.4,2.0,0.0,69.0,41.0,26.0,20.0,9.0,7.0,7.0,70.0,726.0,1,Hard,128,M,2017,3,R64,80.0
R,30.6,4.0,2.0,48.0,32.0,28.0,6.0,10.0,1.0,3.0,85.0,618.0,0,Clay,64,M,2017,3,R64,63.0
R,25.9,2.0,3.0,54.0,30.0,22.0,12.0,9.0,5.0,8.0,61.0,790.0,0,Hard,32,A,2017,3,R32,70.0
R,18.6,4.0,1.0,122.0,59.0,34.0,35.0,16.0,4.0,9.0,412.0,88.0,0,Clay,128,G,2020,5,R128,165.0
R,23.4,4.0,4.0,178.0,113.0,65.0,31.0,21.0,13.0,20.0,122.0,485.0,0,Clay,128,G,2020,5,R64,221.0
R,31.0,18.0,1.0,108.0,74.0,60.0,16.0,17.0,1.0,3.0,82.0,626.0,1,Hard,32,A,2017,3,R16,149.0
L,28.7,2.0,3.0,58.0,41.0,28.0,8.0,10.0,4.0,7.0,70.0,801.0,1,Clay,32,A,2019,3,R16,82.0
R,22.1,29.0,8.0,112.0,70.0,59.0,25.0,18.0,2.0,2.0,37.0,1203.0,1,Hard,32,A,2019,3,R16,145.0
R,30.0,15.0,13.0,197.0,98.0,68.0,53.0,30.0,14.0,20.0,38.0,1168.0,1,Clay,128,G,2019,5,R64,273.0
R,21.2,6.0,8.0,97.0,49.0,36.0,26.0,14.0,7.0,9.0,237.0,216.0,0,Clay,32,A,2017,3,R32,119.0
R,33.7,0.0,3.0,46.0,27.0,13.0,7.0,7.0,7.0,12.0,60.0,955.0,0,Hard,32,A,2019,3,R32,68.0
L,29.7,6.0,1.0,77.0,46.0,26.0,18.0,13.0,6.0,10.0,291.0,181.0,0,Hard,2,D,2021,3,RR,88.0
L,27.5,0.0,0.0,48.0,38.0,18.0,6.0,9.0,1.0,5.0,54.0,1101.0,0,Hard,2,D,2021,3,RR,85.0
R,23.6,7.0,2.0,69.0,46.0,33.0,13.0,11.0,8.0,10.0,161.0,349.0,1,Grass,32,A,2018,3,SF,91.0
R,28.9,9.0,2.0,54.0,38.0,31.0,9.0,10.0,1.0,2.0,41.0,1116.0,1,Hard,64,M,2017,3,R64,78.0
R,38.2,3.0,0.0,54.0,30.0,21.0,11.0,9.0,1.0,4.0,3.0,6190.0,0,Hard,8,F,2019,3,SF,96.0
R,33.0,3.0,2.0,117.0,78.0,50.0,16.0,16.0,4.0,9.0,110.0,549.0,0,Clay,64,A,2019,3,R64,150.0
R,29.6,18.0,3.0,79.0,44.0,37.0,18.0,10.0,7.0,7.0,52.0,935.0,1,Hard,32,A,2018,3,R32,87.0
R,22.0,1.0,0.0,54.0,35.0,16.0,10.0,7.0,6.0,10.0,84.0,700.0,0,Hard,32,A,2020,3,QF,71.0
R,31.2,2.0,2.0,55.0,43.0,25.0,4.0,9.0,4.0,8.0,35.0,1565.0,0,Hard,128,M,2021,3,R64,60.0
R,23.7,3.0,5.0,62.0,41.0,25.0,7.0,9.0,7.0,11.0,94.0,593.0,0,Hard,32,A,2018,3,R32,90.0
R,31.2,12.0,3.0,85.0,55.0,43.0,18.0,14.0,5.0,5.0,32.0,1360.0,1,Hard,128,G,2017,5,R32,110.0
R,30.9,6.0,2.0,48.0,25.0,15.0,8.0,7.0,1.0,5.0,91.0,605.0,0,Hard,32,A,2018,3,R16,61.0
R,19.4,7.0,2.0,53.0,36.0,23.0,8.0,8.0,4.0,7.0,21.0,1636.0,0,Hard,24,A,2020,3,RR,74.0
R,35.1,16.0,1.0,72.0,42.0,34.0,17.0,11.0,5.0,5.0,113.0,708.0,1,Grass,32,A,2021,3,R32,92.0
R,29.5,1.0,2.0,76.0,51.0,27.0,13.0,11.0,4.0,9.0,44.0,1006.0,0,Clay,64,M,2019,3,R32,105.0
R,34.5,3.0,0.0,42.0,26.0,22.0,14.0,9.0,0.0,0.0,1.0,11540.0,1,Hard,2,D,2021,3,RR,57.0
R,25.9,20.0,4.0,103.0,62.0,53.0,29.0,18.0,2.0,3.0,77.0,758.0,0,Hard,64,M,2018,3,R64,118.0
R,24.2,6.0,5.0,137.0,90.0,52.0,28.0,21.0,7.0,13.0,16.0,2120.0,0,Hard,128,G,2020,5,R32,182.0
R,30.0,0.0,3.0,104.0,75.0,42.0,8.0,14.0,12.0,20.0,96.0,592.0,0,Clay,128,G,2019,5,R128,130.0
R,31.5,4.0,1.0,36.0,17.0,15.0,11.0,6.0,2.0,2.0,36.0,1210.0,1,Hard,128,G,2017,5,R128,65.0
R,33.8,6.0,1.0,37.0,25.0,21.0,9.0,7.0,0.0,0.0,9.0,3405.0,1,Hard,128,M,2019,3,R64,54.0
R,19.9,2.0,4.0,75.0,42.0,27.0,14.0,9.0,4.0,7.0,32.0,1399.0,0,Hard,64,A,2018,3,SF,88.0
R,25.1,10.0,2.0,51.0,33.0,27.0,8.0,9.0,2.0,4.0,39.0,1210.0,0,Clay,32,A,2022,3,R32,95.0
R,30.0,12.0,9.0,118.0,54.0,48.0,35.0,18.0,8.0,8.0,38.0,1168.0,1,Clay,128,G,2019,5,R128,138.0
R,21.9,4.0,2.0,89.0,58.0,30.0,17.0,13.0,9.0,15.0,42.0,1072.0,0,Hard,32,A,2022,3,R32,140.0
R,32.8,0.0,4.0,52.0,28.0,16.0,7.0,7.0,7.0,12.0,74.0,690.0,0,Hard,64,M,2017,3,R64,66.0
R,21.5,3.0,1.0,71.0,40.0,30.0,20.0,11.0,2.0,3.0,52.0,970.0,1,Hard,64,M,2019,3,R64,90.0
R,28.8,7.0,2.0,74.0,47.0,41.0,20.0,12.0,3.0,3.0,61.0,945.0,1,Grass,32,A,2022,3,R32,86.0
L,26.3,4.0,4.0,102.0,62.0,38.0,13.0,14.0,15.0,21.0,97.0,652.0,0,Clay,64,M,2020,3,QF,130.0
R,27.7,7.0,2.0,93.0,54.0,37.0,25.0,15.0,3.0,5.0,10.0,3435.0,1,Hard,128,G,2018,5,R128,140.0
R,31.1,3.0,5.0,54.0,26.0,23.0,13.0,8.0,1.0,1.0,33.0,1085.0,1,Clay,32,A,2017,3,R16,64.0
R,22.2,9.0,2.0,43.0,33.0,28.0,8.0,9.0,0.0,0.0,38.0,1175.0,1,Hard,64,M,2018,3,R64,54.0
R,26.2,9.0,1.0,44.0,24.0,17.0,10.0,8.0,3.0,6.0,69.0,706.0,0,Hard,32,A,2022,3,R32,72.0
R,34.1,7.0,2.0,89.0,61.0,43.0,17.0,15.0,8.0,11.0,32.0,1280.0,1,Hard,32,A,2019,3,R32,134.0
R,28.1,10.0,1.0,73.0,48.0,38.0,13.0,12.0,2.0,3.0,76.0,750.0,1,Grass,128,G,2022,5,R128,103.0
L,23.8,3.0,0.0,55.0,37.0,25.0,10.0,10.0,1.0,3.0,45.0,1034.0,1,Clay,32,A,2022,3,R32,74.0
R,29.1,2.0,1.0,66.0,43.0,32.0,13.0,9.0,8.0,8.0,6.0,4190.0,1,Hard,32,A,2019,3,R32,81.0
R,25.2,10.0,5.0,103.0,52.0,40.0,28.0,16.0,8.0,10.0,29.0,1920.0,1,Hard,64,M,2021,3,R64,153.0
L,22.5,11.0,8.0,73.0,41.0,34.0,13.0,12.0,4.0,6.0,13.0,2903.0,1,Hard,32,A,2021,3,R16,108.0
R,34.6,10.0,4.0,51.0,31.0,24.0,13.0,9.0,0.0,0.0,121.0,512.0,1,Grass,32,A,2022,3,R32,56.0
R,29.0,9.0,3.0,114.0,70.0,56.0,31.0,18.0,1.0,2.0,59.0,1072.0,1,Hard,32,A,2021,3,R32,170.0
R,20.5,6.0,3.0,89.0,55.0,36.0,13.0,13.0,7.0,11.0,4.0,4400.0,0,Hard,64,M,2017,3,R32,92.0
R,31.4,11.0,4.0,105.0,62.0,40.0,19.0,15.0,5.0,12.0,44.0,1045.0,0,Hard,32,A,2018,3,R32,120.0
R,28.0,14.0,4.0,76.0,46.0,32.0,14.0,11.0,2.0,5.0,93.0,608.0,0,Hard,32,A,2018,3,F,94.0
R,21.1,8.0,1.0,59.0,43.0,39.0,11.0,11.0,1.0,1.0,7.0,3420.0,1,Hard,32,A,2019,3,QF,73.0
R,24.1,4.0,3.0,52.0,28.0,18.0,8.0,9.0,4.0,8.0,31.0,1335.0,0,Clay,32,A,2019,3,R32,80.0
R,26.0,9.0,4.0,78.0,46.0,40.0,18.0,13.0,3.0,3.0,107.0,708.0,1,Hard,128,G,2022,5,R128,95.0
L,23.0,13.0,3.0,93.0,63.0,40.0,13.0,13.0,7.0,11.0,16.0,2671.0,1,Clay,64,M,2022,3,R16,157.0
R,31.8,4.0,8.0,121.0,55.0,37.0,32.0,16.0,13.0,17.0,18.0,1885.0,1,Clay,64,M,2019,3,R64,150.0
R,21.6,3.0,1.0,43.0,26.0,16.0,7.0,9.0,0.0,4.0,81.0,663.0,0,Hard,32,A,2018,3,QF,68.0
L,24.8,18.0,3.0,95.0,74.0,59.0,14.0,16.0,1.0,1.0,79.0,720.0,0,Clay,32,A,2018,3,R32,135.0
R,29.2,9.0,9.0,89.0,46.0,43.0,21.0,13.0,3.0,3.0,32.0,1355.0,1,Hard,128,G,2017,5,R64,108.0
R,27.1,17.0,4.0,114.0,79.0,58.0,15.0,16.0,8.0,9.0,40.0,1070.0,1,Grass,128,G,2022,5,QF,133.0
L,29.9,7.0,2.0,62.0,35.0,24.0,13.0,11.0,2.0,6.0,131.0,409.0,0,Clay,32,A,2020,3,R32,106.0
R,36.0,0.0,2.0,59.0,40.0,24.0,8.0,9.0,5.0,9.0,45.0,1095.0,0,Hard,32,A,2018,3,QF,72.0
R,35.5,0.0,2.0,102.0,65.0,45.0,23.0,16.0,8.0,10.0,41.0,1045.0,0,Clay,32,A,2019,3,QF,161.0
L,30.5,4.0,4.0,67.0,40.0,31.0,15.0,13.0,1.0,3.0,64.0,1036.0,1,Clay,64,M,2021,3,R64,101.0
R,31.2,9.0,3.0,85.0,48.0,42.0,16.0,14.0,5.0,7.0,38.0,1110.0,1,Clay,32,A,2018,3,R16,131.0
R,29.6,2.0,1.0,49.0,31.0,21.0,14.0,9.0,1.0,2.0,95.0,564.0,1,Hard,32,A,2022,3,R32,94.0
R,29.9,3.0,7.0,69.0,38.0,26.0,18.0,11.0,1.0,3.0,17.0,2586.0,0,Clay,64,M,2021,3,R64,102.0
R,28.8,7.0,1.0,65.0,39.0,29.0,12.0,9.0,4.0,6.0,15.0,2055.0,0,Hard,32,A,2019,3,SF,89.0
R,18.7,7.0,7.0,96.0,63.0,43.0,18.0,15.0,7.0,10.0,30.0,1349.0,0,Clay,64,M,2019,3,R64,149.0
R,31.9,7.0,1.0,63.0,38.0,25.0,8.0,10.0,7.0,11.0,33.0,1242.0,0,Clay,64,M,2022,3,R64,104.0
R,29.5,12.0,4.0,169.0,110.0,71.0,29.0,23.0,10.0,17.0,37.0,1108.0,0,Hard,128,G,2019,5,R64,228.0
R,21.4,5.0,4.0,61.0,32.0,23.0,15.0,10.0,0.0,2.0,99.0,603.0,1,Hard,128,M,2019,3,R64,104.0
R,29.0,4.0,1.0,116.0,75.0,52.0,13.0,16.0,8.0,13.0,67.0,805.0,0,Clay,64,A,2018,3,R64,155.0
R,29.0,2.0,3.0,45.0,23.0,21.0,10.0,6.0,3.0,3.0,39.0,1085.0,1,Hard,32,A,2022,3,R32,65.0
R,29.0,3.0,2.0,41.0,20.0,12.0,5.0,7.0,5.0,10.0,44.0,1023.0,0,Clay,32,A,2018,3,R32,52.0
R,23.5,10.0,0.0,168.0,121.0,87.0,21.0,25.0,6.0,11.0,186.0,269.0,0,Hard,128,G,2020,5,R128,203.0
U,24.8,0.0,4.0,45.0,30.0,14.0,8.0,9.0,1.0,6.0,165.0,356.0,0,Clay,32,A,2022,3,R16,78.0
R,21.8,3.0,3.0,79.0,49.0,35.0,12.0,13.0,4.0,7.0,88.0,617.0,1,Hard,32,A,2019,3,R32,110.0
R,21.8,4.0,3.0,70.0,42.0,24.0,11.0,10.0,3.0,8.0,30.0,1301.0,0,Clay,64,M,2022,3,R32,101.0
R,23.2,3.0,2.0,68.0,39.0,21.0,12.0,9.0,3.0,8.0,167.0,307.0,0,Clay,32,A,2019,3,R16,76.0
R,33.8,6.0,0.0,45.0,34.0,27.0,7.0,9.0,2.0,3.0,16.0,2085.0,1,Hard,64,M,2022,3,R64,82.0
R,26.6,2.0,1.0,48.0,24.0,11.0,9.0,8.0,2.0,7.0,52.0,905.0,0,Hard,4,D,2019,3,RR,71.0
R,27.5,2.0,5.0,100.0,70.0,47.0,12.0,14.0,10.0,15.0,74.0,711.0,0,Clay,32,A,2019,3,R32,152.0
R,24.0,5.0,2.0,63.0,45.0,37.0,13.0,11.0,1.0,2.0,52.0,1175.0,1,Hard,128,M,2021,3,R128,92.0
R,25.1,1.0,1.0,73.0,52.0,43.0,9.0,11.0,5.0,5.0,45.0,967.0,1,Grass,32,A,2019,3,R16,104.0
R,38.1,15.0,4.0,99.0,64.0,51.0,21.0,15.0,4.0,4.0,102.0,595.0,1,Hard,128,G,2017,5,R128,119.0
R,29.5,1.0,1.0,87.0,60.0,44.0,17.0,16.0,0.0,3.0,34.0,1251.0,1,Hard,24,A,2020,3,RR,135.0
R,25.9,12.0,0.0,102.0,71.0,50.0,9.0,14.0,7.0,11.0,123.0,453.0,1,Hard,32,A,2018,3,F,135.0
