hand,age,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,rank,rank_points,won,surface,draw_size,tourney_level,tourney_date,best_of,round,minutes
R,26.3,4.0,1.0,56.0,35.0,23.0,10.0,10.0,1.0,4.0,145.0,472.0,0,Clay,32,A,2022,3,R32,97.0
L,29.3,8.0,3.0,112.0,78.0,54.0,18.0,16.0,9.0,11.0,50.0,884.0,0,Hard,32,A,2017,3,R16,130.0
R,25.6,7.0,3.0,89.0,46.0,31.0,24.0,15.0,4.0,8.0,183.0,283.0,1,Clay,32,A,2022,3,R32,149.0
L,18.8,4.0,10.0,83.0,46.0,36.0,20.0,12.0,11.0,12.0,46.0,1031.0,1,Hard,32,A,2018,3,R32,113.0
R,31.2,3.0,3.0,51.0,30.0,25.0,12.0,10.0,0.0,1.0,14.0,2190.0,1,Hard,64,M,2018,3,R64,82.0
R,31.0,10.0,5.0,120.0,73.0,52.0,21.0,20.0,4.0,9.0,111.0,740.0,0,Hard,128,G,2021,5,R128,191.0
R,22.6,12.0,0.0,54.0,35.0,28.0,12.0,9.0,1.0,1.0,32.0,1287.0,1,Hard,32,A,2018,3,SF,63.0
R,34.6,2.0,6.0,62.0,27.0,20.0,17.0,10.0,5.0,7.0,84.0,631.0,1,Hard,128,M,2017,3,R128,92.0
R,30.3,5.0,3.0,92.0,47.0,38.0,26.0,15.0,4.0,6.0,34.0,1315.0,1,Hard,64,M,2020,3,R32,139.0
R,28.2,3.0,2.0,57.0,25.0,23.0,17.0,9.0,2.0,2.0,66.0,715.0,1,Clay,32,A,2017,3,R32,71.0
R,24.6,2.0,2.0,48.0,27.0,11.0,5.0,6.0,6.0,12.0,119.0,661.0,0,Hard,32,A,2021,3,R32,47.0
R,35.5,3.0,7.0,87.0,59.0,41.0,12.0,13.0,5.0,7.0,28.0,1633.0,1,Hard,128,M,2022,3,R32,126.0
R,36.5,2.0,0.0,49.0,25.0,25.0,19.0,11.0,0.0,0.0,1.0,10060.0,1,Hard,128,M,2018,3,R16,82.0
R,21.8,4.0,2.0,90.0,66.0,42.0,14.0,12.0,2.0,4.0,37.0,1117.0,0,Hard,32,A,2022,3,R16,126.0
R,27.0,8.0,1.0,96.0,67.0,45.0,19.0,14.0,1.0,3.0,3.0,9125.0,1,Clay,128,G,2020,5,R64,142.0
R,31.9,2.0,2.0,49.0,32.0,24.0,5.0,9.0,1.0,4.0,37.0,1225.0,0,Hard,64,M,2020,3,R64,78.0
R,30.6,5.0,8.0,100.0,48.0,38.0,25.0,15.0,4.0,8.0,150.0,360.0,0,Hard,128,G,2019,5,R128,155.0
R,28.4,13.0,0.0,43.0,30.0,26.0,4.0,8.0,0.0,1.0,58.0,910.0,1,Hard,32,A,2018,3,R32,58.0
R,23.3,4.0,2.0,75.0,38.0,21.0,17.0,9.0,4.0,9.0,87.0,626.0,0,Hard,32,A,2018,3,R32,78.0
L,28.7,1.0,7.0,90.0,55.0,39.0,15.0,14.0,7.0,10.0,46.0,975.0,0,Clay,32,A,2019,3,R32,133.0
R,24.7,14.0,2.0,83.0,48.0,38.0,21.0,14.0,6.0,7.0,5.0,5980.0,1,Hard,64,M,2020,3,F,127.0
R,24.4,7.0,0.0,58.0,35.0,26.0,12.0,10.0,2.0,4.0,60.0,1031.0,1,Hard,32,A,2021,3,R16,91.0
L,21.3,2.0,5.0,64.0,37.0,21.0,9.0,8.0,13.0,18.0,69.0,921.0,0,Hard,32,A,2022,3,R32,65.0
R,26.0,5.0,4.0,97.0,59.0,39.0,22.0,16.0,8.0,12.0,28.0,2132.0,0,Clay,128,G,2021,5,R128,138.0
R,26.7,3.0,4.0,92.0,58.0,40.0,16.0,13.0,10.0,13.0,40.0,1117.0,1,Hard,32,A,2018,3,R16,122.0
L,27.6,0.0,3.0,63.0,38.0,25.0,12.0,11.0,0.0,4.0,51.0,881.0,1,Hard,128,M,2017,3,R32,78.0
L,32.3,5.0,1.0,50.0,31.0,28.0,9.0,9.0,4.0,5.0,41.0,1271.0,1,Hard,32,A,2020,3,R16,77.0
R,31.8,2.0,4.0,29.0,15.0,12.0,4.0,4.0,2.0,3.0,134.0,566.0,0,Grass,32,A,2021,3,R16,35.0
L,33.2,1.0,2.0,57.0,48.0,39.0,3.0,11.0,1.0,2.0,35.0,1070.0,1,Hard,32,A,2017,3,QF,81.0
R,24.6,3.0,1.0,63.0,39.0,22.0,8.0,9.0,9.0,14.0,121.0,440.0,0,Hard,32,A,2020,3,R32,76.0
R,26.9,10.0,4.0,101.0,67.0,47.0,13.0,15.0,8.0,12.0,67.0,880.0,0,Hard,32,A,2019,3,R32,117.0
R,21.8,7.0,5.0,108.0,61.0,45.0,23.0,17.0,6.0,10.0,108.0,540.0,0,Hard,128,M,2018,3,R64,161.0
L,22.4,0.0,6.0,82.0,44.0,30.0,13.0,8.0,8.0,11.0,374.0,109.0,0,Hard,128,M,2018,3,R64,77.0
R,24.6,1.0,4.0,57.0,29.0,17.0,10.0,8.0,4.0,8.0,77.0,699.0,0,Hard,32,A,2017,3,R32,62.0
R,23.4,1.0,0.0,54.0,30.0,24.0,8.0,9.0,0.0,3.0,8.0,5400.0,0,Clay,64,M,2021,3,F,71.0
R,34.5,8.0,2.0,53.0,33.0,29.0,5.0,9.0,0.0,2.0,35.0,1230.0,0,Hard,64,M,2019,3,QF,95.0
R,32.0,14.0,2.0,87.0,67.0,53.0,8.0,13.0,3.0,5.0,67.0,755.0,1,Hard,32,A,2018,3,R32,108.0
R,29.1,3.0,2.0,53.0,34.0,20.0,7.0,9.0,5.0,10.0,51.0,980.0,0,Hard,64,A,2019,3,R64,66.0
R,24.7,4.0,1.0,42.0,28.0,26.0,4.0,8.0,1.0,2.0,10.0,3085.0,1,Hard,32,A,2021,3,R16,67.0
R,34.4,2.0,2.0,50.0,29.0,16.0,10.0,9.0,2.0,6.0,59.0,912.0,0,Grass,32,A,2018,3,R32,62.0
R,22.8,1.0,3.0,62.0,43.0,29.0,8.0,9.0,6.0,9.0,8.0,3760.0,0,Hard,8,F,2021,3,SF,79.0
R,26.6,11.0,1.0,68.0,47.0,36.0,12.0,11.0,1.0,2.0,101.0,548.0,1,Grass,32,A,2019,3,R16,71.0
L,31.3,4.0,2.0,72.0,52.0,40.0,12.0,12.0,3.0,5.0,1.0,9875.0,1,Hard,64,M,2017,3,SF,131.0
R,28.5,6.0,1.0,111.0,68.0,54.0,25.0,17.0,2.0,3.0,59.0,990.0,1,Hard,32,A,2022,3,R16,169.0
R,30.9,4.0,4.0,48.0,28.0,23.0,11.0,8.0,0.0,0.0,93.0,772.0,1,Hard,32,A,2020,3,R32,76.0
R,27.0,1.0,4.0,69.0,41.0,33.0,12.0,12.0,2.0,4.0,21.0,1725.0,1,Hard,128,G,2019,5,R64,98.0
R,26.4,1.0,0.0,54.0,34.0,22.0,12.0,10.0,1.0,4.0,90.0,844.0,0,Clay,64,M,2021,3,R32,87.0
R,20.8,17.0,2.0,98.0,67.0,49.0,16.0,15.0,5.0,8.0,101.0,540.0,1,Hard,32,A,2020,3,R32,118.0
R,29.1,7.0,2.0,62.0,36.0,28.0,15.0,11.0,2.0,4.0,38.0,1170.0,0,Grass,32,A,2019,3,SF,74.0
R,24.2,2.0,2.0,55.0,37.0,21.0,5.0,9.0,0.0,5.0,26.0,1890.0,0,Hard,32,A,2021,3,SF,85.0
R,28.6,6.0,5.0,74.0,34.0,27.0,13.0,12.0,3.0,8.0,42.0,1155.0,0,Hard,32,A,2018,3,SF,109.0
R,26.5,4.0,4.0,95.0,64.0,41.0,13.0,15.0,4.0,9.0,16.0,2021.0,0,Clay,64,M,2019,3,R16,134.0
R,21.9,2.0,4.0,64.0,38.0,21.0,12.0,10.0,6.0,10.0,207.0,244.0,0,Clay,32,A,2019,3,R32,89.0
R,30.2,2.0,7.0,86.0,42.0,27.0,22.0,14.0,5.0,9.0,28.0,1359.0,1,Hard,64,M,2020,3,R64,152.0
R,30.7,2.0,2.0,46.0,19.0,13.0,12.0,8.0,3.0,7.0,87.0,871.0,0,Clay,32,A,2021,3,QF,62.0
R,36.5,8.0,6.0,165.0,111.0,79.0,24.0,24.0,11.0,16.0,97.0,801.0,0,Grass,128,G,2021,5,R128,241.0
R,24.3,8.0,1.0,57.0,25.0,17.0,14.0,9.0,3.0,7.0,234.0,218.0,0,Hard,32,A,2022,3,R16,76.0
R,28.0,5.0,1.0,51.0,34.0,25.0,11.0,8.0,4.0,4.0,46.0,933.0,1,Clay,32,A,2017,3,R32,68.0
R,24.9,3.0,0.0,57.0,42.0,33.0,9.0,9.0,2.0,2.0,101.0,675.0,1,Clay,64,A,2022,3,R32,78.0
R,32.1,25.0,0.0,83.0,64.0,58.0,11.0,16.0,0.0,0.0,21.0,1930.0,1,Grass,128,G,2017,5,R128,91.0
R,24.7,6.0,1.0,88.0,48.0,33.0,19.0,14.0,7.0,12.0,161.0,449.0,0,Clay,32,A,2021,3,R32,133.0
R,23.3,6.0,2.0,71.0,43.0,36.0,14.0,10.0,5.0,5.0,8.0,4609.0,1,Hard,32,A,2021,3,SF,97.0
R,33.2,0.0,0.0,53.0,37.0,21.0,10.0,6.0,4.0,5.0,105.0,769.0,1,Hard,128,M,2021,3,R128,81.0
R,23.0,6.0,3.0,88.0,51.0,40.0,17.0,15.0,1.0,4.0,140.0,402.0,1,Clay,64,M,2018,3,R64,138.0
R,30.7,3.0,2.0,55.0,27.0,16.0,13.0,9.0,2.0,5.0,81.0,649.0,0,Clay,32,A,2017,3,R16,81.0
R,23.0,1.0,0.0,40.0,23.0,18.0,12.0,8.0,0.0,1.0,28.0,1531.0,1,Hard,128,M,2022,3,R64,68.0
R,29.3,6.0,6.0,120.0,64.0,45.0,33.0,17.0,5.0,9.0,49.0,1344.0,0,Grass,32,A,2021,3,R16,152.0
L,35.1,4.0,3.0,101.0,62.0,47.0,21.0,14.0,7.0,9.0,28.0,1410.0,1,Hard,128,G,2019,5,R64,148.0
L,20.7,7.0,1.0,115.0,78.0,51.0,15.0,17.0,6.0,11.0,71.0,777.0,1,Clay,32,A,2020,3,R16,180.0
R,22.6,6.0,0.0,67.0,46.0,36.0,13.0,11.0,2.0,3.0,11.0,2835.0,0,Hard,32,A,2018,3,R32,102.0
L,25.9,21.0,3.0,117.0,85.0,70.0,17.0,22.0,3.0,5.0,124.0,448.0,1,Grass,128,G,2019,5,R64,177.0
R,30.6,5.0,2.0,32.0,24.0,20.0,3.0,6.0,1.0,2.0,140.0,391.0,1,Clay,32,A,2022,3,R32,51.0
R,33.5,17.0,6.0,104.0,68.0,50.0,18.0,15.0,8.0,11.0,10.0,3155.0,0,Hard,8,F,2018,3,RR,134.0
R,17.6,1.0,1.0,70.0,38.0,20.0,16.0,8.0,5.0,9.0,314.0,96.0,0,Clay,32,A,2019,3,R16,90.0
R,25.8,14.0,4.0,118.0,88.0,63.0,14.0,15.0,9.0,11.0,13.0,2925.0,0,Hard,128,M,2017,3,R32,146.0
R,25.5,6.0,1.0,39.0,27.0,23.0,9.0,8.0,0.0,0.0,24.0,1520.0,1,Hard,32,A,2019,3,R16,49.0
R,27.9,8.0,2.0,73.0,40.0,34.0,13.0,12.0,5.0,7.0,146.0,388.0,1,Grass,32,A,2017,3,R32,71.0
R,24.3,2.0,0.0,43.0,32.0,28.0,8.0,9.0,0.0,0.0,7.0,4565.0,1,Hard,32,A,2022,3,QF,74.0
R,28.5,6.0,0.0,42.0,15.0,13.0,24.0,9.0,0.0,0.0,43.0,1098.0,1,Clay,32,A,2018,3,R32,79.0
R,37.1,54.0,6.0,156.0,115.0,97.0,25.0,29.0,2.0,3.0,24.0,1616.0,1,Grass,128,G,2022,5,R128,195.0
R,21.9,11.0,7.0,142.0,98.0,78.0,22.0,21.0,8.0,9.0,53.0,884.0,1,Hard,128,G,2018,5,R128,209.0
R,32.0,5.0,2.0,88.0,55.0,40.0,20.0,14.0,4.0,5.0,64.0,835.0,1,Clay,32,A,2019,3,R32,145.0
R,19.5,8.0,1.0,58.0,37.0,30.0,16.0,11.0,1.0,1.0,45.0,1043.0,1,Hard,128,G,2018,5,R128,89.0
R,29.0,1.0,1.0,52.0,22.0,14.0,15.0,8.0,5.0,8.0,135.0,548.0,0,Clay,32,A,2021,3,R32,80.0
L,31.1,7.0,4.0,48.0,34.0,28.0,7.0,8.0,1.0,1.0,2.0,7465.0,1,Hard,64,M,2017,3,R32,71.0
R,34.3,1.0,1.0,47.0,30.0,19.0,8.0,9.0,3.0,7.0,19.0,1760.0,0,Hard,64,M,2022,3,R16,80.0
R,21.2,5.0,6.0,85.0,60.0,43.0,9.0,15.0,0.0,4.0,3.0,5665.0,0,Hard,64,M,2018,3,QF,147.0
R,24.6,3.0,1.0,81.0,51.0,30.0,16.0,12.0,4.0,8.0,116.0,619.0,0,Clay,32,A,2021,3,R32,103.0
L,29.6,5.0,2.0,58.0,35.0,28.0,10.0,9.0,1.0,2.0,23.0,1715.0,1,Hard,128,M,2018,3,R64,83.0
R,36.8,8.0,1.0,63.0,45.0,41.0,11.0,13.0,0.0,0.0,2.0,8720.0,1,Grass,128,G,2018,5,R128,79.0
R,25.7,9.0,6.0,94.0,53.0,42.0,23.0,16.0,8.0,10.0,27.0,1510.0,1,Clay,32,A,2018,3,R16,139.0
R,29.9,3.0,3.0,111.0,76.0,50.0,15.0,16.0,7.0,11.0,29.0,1235.0,0,Clay,64,M,2017,3,R32,177.0
R,24.3,15.0,5.0,111.0,69.0,54.0,21.0,15.0,6.0,6.0,5.0,4060.0,1,Hard,128,G,2018,5,R128,136.0
R,33.0,2.0,1.0,55.0,31.0,25.0,15.0,9.0,1.0,1.0,47.0,908.0,1,Hard,32,A,2017,3,R32,70.0
R,36.9,3.0,1.0,57.0,38.0,25.0,12.0,10.0,1.0,3.0,108.0,510.0,0,Grass,32,A,2017,3,R32,67.0
R,26.9,15.0,5.0,94.0,42.0,33.0,24.0,14.0,7.0,10.0,83.0,639.0,0,Hard,32,A,2017,3,R16,127.0
R,24.9,5.0,2.0,79.0,49.0,36.0,17.0,13.0,5.0,8.0,8.0,3665.0,0,Clay,32,A,2018,3,R16,118.0
R,22.2,9.0,2.0,102.0,67.0,50.0,19.0,16.0,3.0,5.0,6.0,3995.0,0,Hard,8,F,2022,3,RR,164.0
L,20.8,6.0,5.0,96.0,47.0,32.0,22.0,14.0,5.0,10.0,61.0,823.0,0,Clay,32,A,2019,3,R16,136.0
R,20.7,2.0,3.0,76.0,50.0,32.0,8.0,12.0,5.0,11.0,97.0,812.0,0,Hard,64,M,2021,3,R64,111.0
R,21.8,9.0,6.0,62.0,37.0,29.0,15.0,10.0,3.0,4.0,3.0,6475.0,1,Hard,32,A,2019,3,R16,88.0
R,21.1,2.0,3.0,31.0,16.0,10.0,5.0,6.0,1.0,4.0,45.0,1459.0,0,Hard,128,G,2021,5,R128,48.0
R,30.6,8.0,4.0,71.0,55.0,36.0,7.0,10.0,3.0,5.0,84.0,640.0,0,Hard,32,A,2017,3,R16,75.0
R,20.9,9.0,1.0,82.0,62.0,49.0,13.0,15.0,1.0,2.0,56.0,824.0,1,Hard,32,A,2022,3,R32,131.0
L,22.5,1.0,3.0,89.0,62.0,44.0,11.0,14.0,10.0,12.0,18.0,2348.0,0,Hard,32,A,2021,3,F,132.0
R,25.4,13.0,6.0,110.0,68.0,52.0,23.0,16.0,5.0,6.0,10.0,2650.0,0,Hard,128,M,2018,3,R32,145.0
R,32.6,5.0,4.0,86.0,51.0,35.0,13.0,12.0,8.0,13.0,110.0,498.0,0,Hard,128,G,2022,5,R128,94.0
L,25.3,3.0,2.0,48.0,31.0,26.0,10.0,8.0,3.0,3.0,74.0,877.0,1,Hard,32,A,2021,3,R32,67.0
R,21.8,1.0,2.0,44.0,28.0,17.0,7.0,8.0,1.0,5.0,56.0,1135.0,0,Clay,32,A,2021,3,R16,72.0
R,25.6,15.0,0.0,81.0,47.0,46.0,21.0,15.0,0.0,0.0,15.0,2135.0,1,Hard,128,G,2017,5,R128,121.0
R,28.9,0.0,2.0,80.0,40.0,28.0,18.0,13.0,6.0,11.0,18.0,2190.0,1,Hard,128,M,2017,3,R32,115.0
R,29.2,3.0,3.0,64.0,47.0,33.0,2.0,9.0,9.0,12.0,103.0,557.0,0,Hard,128,M,2017,3,R128,76.0
R,26.8,8.0,1.0,49.0,32.0,25.0,11.0,8.0,3.0,3.0,119.0,468.0,1,Hard,32,A,2019,3,R16,67.0
L,25.1,2.0,6.0,148.0,99.0,54.0,21.0,22.0,11.0,22.0,72.0,807.0,0,Clay,128,G,2020,5,R128,222.0
R,24.7,2.0,1.0,65.0,38.0,24.0,8.0,9.0,7.0,12.0,8.0,3540.0,0,Clay,32,A,2022,3,R16,92.0
R,23.4,9.0,0.0,45.0,29.0,24.0,8.0,7.0,1.0,1.0,7.0,4855.0,1,Hard,32,A,2020,3,F,71.0
R,22.0,9.0,1.0,93.0,69.0,45.0,14.0,16.0,4.0,8.0,77.0,715.0,1,Hard,32,A,2019,3,R16,123.0
L,32.0,9.0,4.0,210.0,150.0,100.0,34.0,30.0,15.0,19.0,1.0,8770.0,0,Grass,128,G,2018,5,SF,315.0
R,29.5,2.0,7.0,89.0,58.0,38.0,11.0,13.0,9.0,14.0,14.0,2865.0,1,Clay,4,D,2022,3,RR,136.0
R,25.5,9.0,2.0,98.0,64.0,47.0,15.0,12.0,8.0,9.0,62.0,1011.0,0,Hard,32,A,2022,3,R32,105.0
L,23.3,0.0,0.0,38.0,27.0,21.0,9.0,7.0,1.0,1.0,66.0,758.0,1,Hard,4,D,2019,3,RR,52.0
L,22.0,8.0,5.0,74.0,36.0,28.0,22.0,11.0,4.0,5.0,15.0,2675.0,0,Clay,32,A,2021,3,F,101.0
L,27.8,2.0,2.0,41.0,25.0,22.0,11.0,8.0,1.0,1.0,53.0,880.0,1,Clay,32,A,2017,3,R16,49.0
L,38.2,4.0,5.0,84.0,47.0,33.0,15.0,12.0,8.0,12.0,200.0,325.0,0,Clay,32,A,2022,3,R32,122.0
R,19.4,5.0,1.0,79.0,47.0,34.0,15.0,13.0,2.0,5.0,72.0,803.0,1,Hard,64,A,2018,3,R16,116.0
R,22.8,3.0,9.0,59.0,32.0,27.0,11.0,9.0,6.0,8.0,7.0,3885.0,0,Hard,32,A,2020,3,R16,88.0
L,20.7,15.0,7.0,85.0,44.0,36.0,19.0,14.0,2.0,5.0,14.0,2050.0,0,Hard,24,A,2020,3,QF,160.0
R,25.7,1.0,0.0,45.0,32.0,27.0,11.0,9.0,2.0,2.0,20.0,2025.0,1,Clay,64,A,2017,3,R32,63.0
R,31.8,0.0,0.0,48.0,31.0,12.0,8.0,8.0,8.0,14.0,117.0,696.0,0,Clay,32,A,2021,3,R16,75.0
R,31.5,5.0,5.0,69.0,45.0,32.0,7.0,11.0,7.0,11.0,66.0,786.0,0,Grass,32,A,2019,3,R32,82.0
R,28.9,5.0,2.0,89.0,67.0,49.0,13.0,16.0,3.0,6.0,72.0,730.0,0,Hard,32,A,2018,3,R32,124.0
R,28.9,3.0,5.0,106.0,61.0,38.0,21.0,16.0,9.0,14.0,40.0,1405.0,0,Hard,128,G,2021,5,R128,130.0
R,27.4,5.0,1.0,57.0,36.0,23.0,10.0,10.0,0.0,3.0,58.0,863.0,1,Hard,64,M,2017,3,R64,70.0
R,31.0,0.0,2.0,69.0,43.0,23.0,14.0,9.0,9.0,13.0,45.0,1450.0,0,Clay,32,A,2021,3,QF,91.0
L,31.6,4.0,2.0,54.0,34.0,22.0,11.0,9.0,0.0,2.0,71.0,722.0,0,Hard,32,A,2017,3,R16,71.0
R,32.0,12.0,5.0,94.0,52.0,36.0,20.0,14.0,4.0,8.0,40.0,1100.0,0,Hard,128,M,2019,3,R32,156.0
R,22.3,35.0,4.0,168.0,118.0,88.0,27.0,26.0,3.0,6.0,38.0,1227.0,0,Hard,128,G,2020,5,R128,218.0
R,28.6,1.0,5.0,96.0,68.0,47.0,14.0,14.0,8.0,11.0,9.0,3720.0,1,Clay,64,A,2021,3,R32,149.0
R,35.0,1.0,4.0,64.0,46.0,31.0,6.0,11.0,5.0,9.0,60.0,890.0,0,Hard,32,A,2020,3,R32,93.0
R,23.7,1.0,3.0,56.0,23.0,14.0,19.0,10.0,1.0,4.0,90.0,627.0,1,Clay,32,A,2019,3,F,120.0
R,22.2,5.0,2.0,55.0,34.0,27.0,10.0,9.0,4.0,5.0,5.0,4325.0,1,Clay,32,A,2019,3,R32,71.0
R,31.2,3.0,0.0,65.0,44.0,37.0,14.0,11.0,5.0,5.0,30.0,1365.0,1,Hard,32,A,2017,3,R32,89.0
R,32.2,12.0,7.0,61.0,29.0,23.0,10.0,9.0,1.0,5.0,50.0,1354.0,0,Hard,64,M,2021,3,R32,80.0
R,33.7,3.0,4.0,67.0,35.0,22.0,17.0,9.0,2.0,5.0,121.0,595.0,0,Hard,32,A,2021,3,R32,104.0
L,20.8,3.0,4.0,92.0,48.0,36.0,22.0,14.0,3.0,8.0,155.0,489.0,1,Clay,32,A,2021,3,QF,139.0
R,27.0,15.0,10.0,163.0,101.0,77.0,31.0,26.0,3.0,6.0,57.0,946.0,0,Grass,128,G,2022,5,R128,201.0
R,27.3,4.0,0.0,125.0,72.0,55.0,30.0,20.0,5.0,7.0,1211.0,5.0,0,Hard,4,D,2018,5,RR,167.0
R,26.2,1.0,3.0,57.0,33.0,24.0,10.0,9.0,4.0,7.0,30.0,1350.0,0,Hard,64,M,2022,3,R64,84.0
R,32.2,6.0,2.0,95.0,56.0,43.0,20.0,16.0,1.0,4.0,55.0,1145.0,1,Hard,32,A,2021,3,R16,153.0
R,24.6,6.0,11.0,129.0,68.0,46.0,22.0,14.0,10.0,15.0,82.0,664.0,0,Hard,128,G,2017,5,R64,125.0
R,27.2,5.0,3.0,89.0,58.0,41.0,13.0,12.0,3.0,6.0,224.0,231.0,0,Hard,32,A,2017,3,R32,112.0
R,21.0,3.0,1.0,69.0,43.0,30.0,12.0,11.0,2.0,5.0,38.0,1005.0,0,Grass,32,A,2017,3,SF,85.0
R,30.3,2.0,4.0,91.0,48.0,33.0,25.0,14.0,5.0,8.0,25.0,1628.0,0,Grass,32,A,2022,3,R16,116.0
R,24.3,3.0,1.0,40.0,26.0,16.0,8.0,8.0,1.0,4.0,39.0,1181.0,0,Hard,32,A,2019,3,R32,54.0
L,26.4,2.0,3.0,90.0,72.0,50.0,10.0,16.0,2.0,4.0,61.0,886.0,1,Clay,128,G,2020,5,R128,124.0
L,22.3,14.0,6.0,68.0,41.0,37.0,12.0,12.0,0.0,0.0,10.0,3580.0,1,Hard,128,G,2021,5,R128,109.0
R,31.7,5.0,3.0,87.0,56.0,39.0,18.0,14.0,4.0,6.0,37.0,1220.0,1,Clay,128,G,2018,5,R64,115.0
R,29.5,13.0,5.0,129.0,65.0,53.0,37.0,18.0,3.0,5.0,35.0,1245.0,0,Hard,4,D,2019,3,RR,161.0
R,30.7,2.0,0.0,49.0,33.0,25.0,11.0,9.0,3.0,4.0,24.0,1605.0,1,Hard,32,A,2018,3,R16,70.0
R,28.9,10.0,4.0,70.0,47.0,35.0,10.0,13.0,5.0,8.0,109.0,724.0,1,Hard,32,A,2021,3,R32,96.0
L,27.8,1.0,3.0,67.0,46.0,29.0,5.0,12.0,4.0,10.0,71.0,976.0,0,Clay,128,G,2021,5,R128,93.0
R,27.7,17.0,3.0,48.0,36.0,33.0,7.0,10.0,0.0,0.0,20.0,1755.0,1,Hard,32,A,2018,3,R32,68.0
R,30.2,22.0,3.0,85.0,50.0,40.0,16.0,13.0,0.0,1.0,72.0,795.0,1,Hard,32,A,2019,3,R16,122.0
R,30.1,6.0,4.0,58.0,45.0,36.0,4.0,10.0,2.0,4.0,138.0,403.0,1,Clay,32,A,2017,3,QF,101.0
R,18.5,12.0,2.0,85.0,58.0,43.0,18.0,15.0,4.0,5.0,60.0,834.0,1,Clay,32,A,2019,3,R32,123.0
R,26.9,4.0,0.0,45.0,27.0,17.0,7.0,8.0,2.0,6.0,59.0,1066.0,0,Clay,64,A,2021,3,R32,63.0
R,23.6,7.0,2.0,45.0,25.0,24.0,10.0,8.0,0.0,0.0,203.0,257.0,1,Grass,32,A,2017,3,R32,58.0
R,25.5,3.0,1.0,76.0,44.0,38.0,18.0,12.0,0.0,0.0,26.0,1430.0,0,Hard,32,A,2019,3,SF,110.0
R,32.2,4.0,2.0,59.0,34.0,24.0,13.0,10.0,2.0,5.0,48.0,1350.0,0,Hard,32,A,2021,3,QF,89.0
R,27.8,12.0,3.0,109.0,54.0,40.0,29.0,18.0,4.0,8.0,52.0,898.0,0,Clay,128,G,2017,5,R64,172.0
R,25.4,15.0,9.0,56.0,33.0,28.0,7.0,10.0,1.0,3.0,34.0,1257.0,0,Hard,32,A,2022,3,R32,86.0
R,33.4,1.0,1.0,52.0,29.0,14.0,8.0,7.0,5.0,10.0,46.0,913.0,0,Hard,128,M,2017,3,R128,44.0
R,35.2,6.0,5.0,87.0,52.0,39.0,15.0,15.0,1.0,5.0,51.0,930.0,1,Hard,128,G,2022,5,R128,162.0
L,31.3,4.0,4.0,59.0,47.0,37.0,4.0,10.0,4.0,5.0,42.0,1312.0,1,Clay,32,A,2022,3,QF,96.0
R,22.7,1.0,4.0,97.0,56.0,41.0,23.0,16.0,1.0,4.0,63.0,807.0,0,Hard,32,A,2017,3,SF,137.0
L,29.9,4.0,0.0,49.0,38.0,32.0,8.0,10.0,0.0,0.0,26.0,1474.0,1,Hard,64,M,2017,3,R64,68.0
R,25.6,5.0,0.0,52.0,33.0,26.0,9.0,7.0,0.0,1.0,183.0,283.0,0,Clay,32,A,2022,3,QF,87.0
L,27.5,3.0,6.0,115.0,73.0,61.0,20.0,16.0,8.0,9.0,81.0,656.0,1,Hard,32,A,2017,3,QF,146.0
R,28.1,6.0,6.0,81.0,47.0,27.0,14.0,10.0,12.0,17.0,226.0,290.0,0,Hard,32,A,2021,3,R16,119.0
R,27.4,0.0,3.0,71.0,41.0,19.0,13.0,10.0,6.0,11.0,92.0,604.0,0,Hard,32,A,2019,3,R32,93.0
R,18.7,12.0,3.0,68.0,42.0,33.0,15.0,13.0,0.0,1.0,31.0,1609.0,1,Hard,128,G,2022,5,R128,114.0
R,30.6,6.0,2.0,55.0,33.0,27.0,14.0,10.0,5.0,7.0,83.0,630.0,0,Hard,64,M,2017,3,R64,76.0
R,28.2,0.0,0.0,52.0,35.0,18.0,8.0,8.0,2.0,6.0,9.0,3285.0,0,Hard,64,M,2020,3,QF,62.0
R,26.0,5.0,2.0,51.0,35.0,26.0,7.0,8.0,1.0,2.0,69.0,931.0,1,Hard,32,A,2021,3,R32,74.0
R,28.7,2.0,7.0,76.0,27.0,18.0,29.0,11.0,5.0,8.0,71.0,691.0,0,Hard,64,M,2017,3,R32,86.0
U,24.0,3.0,4.0,71.0,33.0,27.0,19.0,13.0,3.0,6.0,249.0,262.0,1,Clay,32,A,2021,3,R16,109.0
R,19.6,3.0,4.0,106.0,55.0,42.0,23.0,16.0,8.0,11.0,38.0,1208.0,1,Hard,32,A,2018,3,R32,185.0
L,39.5,12.0,3.0,61.0,39.0,31.0,14.0,10.0,4.0,4.0,64.0,1042.0,1,Clay,32,A,2021,3,R32,87.0
R,26.7,11.0,3.0,104.0,62.0,51.0,21.0,17.0,9.0,12.0,119.0,457.0,0,Hard,32,A,2022,3,QF,137.0
R,18.0,3.0,8.0,85.0,53.0,28.0,17.0,15.0,7.0,14.0,117.0,480.0,0,Hard,128,G,2018,5,R128,149.0
R,23.6,13.0,8.0,159.0,74.0,57.0,48.0,25.0,12.0,15.0,7.0,6090.0,0,Clay,128,G,2021,5,R128,226.0
R,28.6,0.0,3.0,80.0,46.0,31.0,13.0,10.0,8.0,12.0,93.0,612.0,0,Clay,32,A,2018,3,R32,97.0
